ID,Fi,Lambda,E_utm,N_utm,distance_m,label_text,epoch_col,epoch_date,risk_pk,top20
D30004600430,-12.64760037,28.02594222,611414.8700177523,8601615.87844099,0.0,core,D20250206,2025-02-06,0.9709402,1
D30004600431,-12.64759349,28.02591266,611411.6625437092,8601616.65195308,0.0,core,D20250206,2025-02-06,0.9863248,1
D30004700129,-12.64989075,28.03521857,612421.3564416224,8601358.594801977,103.27479214850494,near-field,D20250206,2025-02-06,0.25452992,0
D30004700134,-12.6498556,28.03506756,612404.9710063288,8601362.547278725,94.80838860662203,buffer,D20250206,2025-02-06,0.04991453,0
D30004700135,-12.64984859,28.03503744,612401.702815875,8601363.335525665,93.39228403452522,buffer,D20250206,2025-02-06,0.14119658,0
D30004700136,-12.64984158,28.03500733,612398.4357113439,8601364.123767918,92.0773703454119,buffer,D20250206,2025-02-06,0.53897434,0
D30004700427,-12.64774764,28.02601431,611422.635710462,8601599.55976367,0.0,core,D20250206,2025-02-06,0.64,0
D30004800134,-12.64997869,28.03503595,612401.4840604375,8601348.947142223,107.54073718923148,near-field,D20250206,2025-02-06,0.06683761,0
D30004800480,-12.64749308,28.02436077,611243.158117952,8601628.417597564,81.07126296803952,buffer,D20250206,2025-02-06,1.0,1
D30004900129,-12.65013788,28.03515936,612414.8176371191,8601331.28773838,127.48151030439898,near-field,D20250206,2025-02-06,0.81470084,0
D30004900430,-12.64797691,28.02587826,611407.7601551444,8601574.260574333,0.0,core,D20250206,2025-02-06,0.47418803,0
D30004900497,-12.64750162,28.02383688,611186.2556926956,8601627.695778022,137.40400005032475,near-field,D20250206,2025-02-06,0.9965812,1
D30005000453,-12.64794391,28.02517591,611331.4936267185,8601578.209341552,1.5376851767944628,buffer,D20250206,2025-02-06,0.91470087,1
D30005000502,-12.64759145,28.02366234,611167.2603575662,8601617.83480848,157.69306094533005,near-field,D20250206,2025-02-06,0.9208547,1
D30005000507,-12.6475564,28.02351177,611150.9223992798,8601621.775289124,173.2276553383955,near-field,D20250206,2025-02-06,0.97384614,1
D30005000508,-12.64754943,28.02348181,611147.6715155115,8601622.558894685,176.31875897121427,near-field,D20250206,2025-02-06,0.9617094,1
D30005100502,-12.64771536,28.02363418,611164.1483387677,8601604.142409166,162.87990681584841,near-field,D20250206,2025-02-06,0.93435895,1
D30005100508,-12.64767319,28.02345308,611144.4976643005,8601608.883326016,181.5641010683259,near-field,D20250206,2025-02-06,0.98923075,1
D30005100509,-12.64766636,28.0234237,611141.3097140347,8601609.651200652,184.5954509292924,near-field,D20250206,2025-02-06,0.9492308,1
