ID,Fi,Lambda,E_utm,N_utm,distance_m,label_text,epoch_col,epoch_date,risk,top20
D10145019024,-33.52291957,149.00686601,686374.3434423062,6288936.641546367,2274.3916220658275,far-field,D20180213,2018-02-13,0.007436717,0
D10145019029,-33.52288047,149.00669917,686358.930700119,6288941.277465801,2263.6239037219566,far-field,D20180213,2018-02-13,0.06758484,0
D10145019030,-33.52287278,149.00666634,686355.8978423397,6288942.189263197,2261.512924793249,far-field,D20180213,2018-02-13,0.09475737,0
D10145019511,-33.51818012,148.98670212,684511.527910008,6289498.287596561,1736.5947785087378,far-field,D20180213,2018-02-13,1.2621387e-06,0
D10145019513,-33.51815817,148.98660888,684502.9136657446,6289500.887649614,1738.7824293708813,far-field,D20180213,2018-02-13,1.29181235e-05,0
D10145019516,-33.51812257,148.98645779,684488.9548411822,6289505.104338785,1742.4172415995693,far-field,D20180213,2018-02-13,1.5041949e-06,0
D10145019517,-33.5181097,148.98640319,684483.9104927732,6289506.6286994815,1743.758419283194,far-field,D20180213,2018-02-13,4.557863e-05,0
D10145019519,-33.51808413,148.98629468,684473.8855232906,6289509.657333048,1746.4686777895758,far-field,D20180213,2018-02-13,0.06516035,0
D10145019522,-33.51804852,148.98614352,684459.9201947543,6289513.875212483,1750.3426522602228,far-field,D20180213,2018-02-13,0.0002036826,0
D10145119024,-33.52304099,149.0068221,686370.0043670973,6288923.255460136,2284.6427339234397,far-field,D20180213,2018-02-13,0.0019514535,0
D10145119026,-33.52302488,149.00675339,686363.6569371785,6288925.165497785,2280.220720871266,far-field,D20180213,2018-02-13,0.24079886,1
D10145119030,-33.52299366,149.00662019,686351.3518917875,6288928.867079585,2271.6799202607704,far-field,D20180213,2018-02-13,1.1798396e-05,0
D10145119511,-33.51829702,148.98663922,684505.436947792,6289485.435820252,1750.7550878925695,far-field,D20180213,2018-02-13,4.878578e-08,0
D10145119512,-33.51828616,148.98659307,684501.1732444103,6289486.722256079,1751.829499618409,far-field,D20180213,2018-02-13,0.016786724,0
D10145119513,-33.51827539,148.98654735,684496.9492905868,6289487.997944341,1752.9033346354208,far-field,D20180213,2018-02-13,6.6048915e-06,0
D10145119517,-33.51822665,148.98634045,684477.8343199692,6289493.771077834,1757.892966470396,far-field,D20180213,2018-02-13,3.283746e-05,0
D10145219025,-33.52315508,149.00674691,686362.7756515094,6288910.738463687,2292.9297511531936,far-field,D20180213,2018-02-13,0.09461165,0
D10145219026,-33.5231469,149.00671203,686359.553445137,6288911.708286466,2290.6964306433783,far-field,D20180213,2018-02-13,0.002436996,0
D10145219507,-33.51845809,148.98676392,684516.6778952221,6289467.351995936,1760.6738188762065,far-field,D20180213,2018-02-13,0.0021315385,0
D10145219508,-33.51844632,148.98671398,684512.0640901864,6289468.7460956685,1761.7848962612868,far-field,D20180213,2018-02-13,0.6577521,1
D10145219512,-33.51840019,148.98651807,684493.9644576337,6289474.210271537,1766.267936612325,far-field,D20180213,2018-02-13,0.00043040465,0
D10145219516,-33.51835207,148.98631385,684475.097135932,6289479.909877566,1771.1407675814974,far-field,D20180213,2018-02-13,3.2132553e-05,0
D10145219517,-33.51833987,148.98626204,684470.3105331471,6289481.3549684435,1772.4104765147713,far-field,D20180213,2018-02-13,7.3667666e-06,0
D10145319023,-33.52329633,149.00678744,686366.2370778891,6288895.001530839,2308.6661048807305,far-field,D20180213,2018-02-13,0.75200605,1
D10145319025,-33.52327844,149.00671121,686359.1950068378,6288897.12247817,2303.7957792973853,far-field,D20180213,2018-02-13,0.5290454,1
D10145319026,-33.52326961,149.00667361,686355.7215581767,6288898.169271175,2301.3977947431576,far-field,D20180213,2018-02-13,0.020773796,0
D10145319507,-33.51857418,148.9866976,684510.2709875028,6289454.596133418,1774.9234373660483,far-field,D20180213,2018-02-13,1.5234666e-05,0
D10145319508,-33.51856214,148.98664652,684505.5518697642,6289456.022200466,1776.0575585759746,far-field,D20180213,2018-02-13,0.10248267,0
D10145319511,-33.51852602,148.98649317,684491.3842913236,6289460.300583055,1779.5425886048286,far-field,D20180213,2018-02-13,0.07367116,0
D10145319518,-33.51844607,148.98615369,684460.0206178117,6289469.770597907,1787.670454234483,far-field,D20180213,2018-02-13,8.539706e-06,0
D10145419022,-33.52343131,149.00680111,686367.2171164869,6288880.008194415,2322.696272232762,far-field,D20180213,2018-02-13,0.11702523,0
D10145419023,-33.52342162,149.00675986,686363.4064983705,6288881.156921872,2320.065175745499,far-field,D20180213,2018-02-13,0.013868427,0
D10145419507,-33.51869034,148.98663159,684503.8927419919,6289441.831952904,1789.1663197149658,far-field,D20180213,2018-02-13,6.333331e-06,0
D10145419511,-33.51864216,148.98642706,684484.9968221881,6289447.538786884,1793.778005516494,far-field,D20180213,2018-02-13,1.8264687e-06,0
D10145419516,-33.51858479,148.98618347,684462.4922147158,6289454.334194295,1799.5386143344756,far-field,D20180213,2018-02-13,5.2054224e-07,0
D10145519019,-33.52358259,149.00688427,686374.6165793685,6288863.082342515,2341.1658992213383,far-field,D20180213,2018-02-13,0.51287204,1
D10145519020,-33.52357317,149.00684418,686370.9131331608,6288864.199046216,2338.6088881558094,far-field,D20180213,2018-02-13,0.019849462,0
D10145519021,-33.52356367,149.00680372,686367.1754912966,6288865.325285202,2336.0326292851073,far-field,D20180213,2018-02-13,0.00097034295,0
D10145519022,-33.52355395,149.00676236,686363.354726421,6288866.477537521,2333.4020059490504,far-field,D20180213,2018-02-13,0.023290617,0
D10145519024,-33.52353451,149.00667964,686355.7131941828,6288868.782037491,2328.152367128776,far-field,D20180213,2018-02-13,0.10787854,0
D10145519504,-33.51884654,148.98673539,684513.2026376205,6289424.3253766205,1799.7484207956086,far-field,D20180213,2018-02-13,2.1183736e-05,0
D10145519507,-33.51880879,148.98657521,684498.4041520989,6289428.796684399,1803.2000736518585,far-field,D20180213,2018-02-13,1.1228238e-07,0
D10145519516,-33.51870341,148.9861278,684457.0692655331,6289441.278789401,1813.5106624888779,far-field,D20180213,2018-02-13,3.8000927e-08,0
D10145619024,-33.52365544,149.00663368,686351.1848104314,6288855.453967646,2338.4607264452497,far-field,D20180213,2018-02-13,0.3005144,1
D10145619491,-33.5191109,148.98729871,684564.9661190513,6289394.006549551,1801.6733203834963,far-field,D20180213,2018-02-13,6.392324e-06,0
D10145719018,-33.52383268,149.00682749,686368.8059958408,6288835.450378307,2363.9203859577933,far-field,D20180213,2018-02-13,0.0007793182,0
D10145719488,-33.51926535,148.98739513,684573.5940686986,6289376.707109386,1813.083770884635,far-field,D20180213,2018-02-13,0.040143505,0
D10145719495,-33.51918848,148.98706858,684543.4252205474,6289385.81283935,1818.969682818034,far-field,D20180213,2018-02-13,2.3334294e-06,0
D10145819017,-33.52396016,149.00680955,686366.8661071651,6288821.345579429,2375.9987598508114,far-field,D20180213,2018-02-13,0.4894794,1
D10145819488,-33.51938816,148.98735712,684569.802474457,6289363.155675603,1826.8782124261777,far-field,D20180213,2018-02-13,9.750579e-05,0
D10145819501,-33.5192476,148.98675992,684514.6291799765,6289379.805950318,1837.950083969429,far-field,D20180213,2018-02-13,7.0556334e-06,0
D10145819504,-33.5192143,148.98661846,684501.5601533611,6289383.750471326,1840.8268082547572,far-field,D20180213,2018-02-13,0.0028125113,0
D10145919008,-33.52416122,149.00710498,686393.8747335507,6288798.517728347,2407.8997675722017,far-field,D20180213,2018-02-13,0.4179748,1
D10145919009,-33.52415218,149.00706646,686390.3163235931,6288799.589477809,2405.4548143887364,far-field,D20180213,2018-02-13,0.1506085,0
D10145919491,-33.51947589,148.98717013,684552.2471967604,6289353.759611819,1843.2519723152182,far-field,D20180213,2018-02-13,0.00029340305,0
D10145919492,-33.51946408,148.98711999,684547.6149591681,6289355.158523158,1844.1426875507875,far-field,D20180213,2018-02-13,0.00043277233,0
D10145919501,-33.51936893,148.98671564,684510.2584139415,6289366.429778751,1851.7813538721155,far-field,D20180213,2018-02-13,0.0004745638,0
D10145919509,-33.51927824,148.98633052,684474.6785287565,6289377.17208191,1859.7827291976776,far-field,D20180213,2018-02-13,1.7735576e-06,0
D10145919510,-33.51926553,148.98627657,684469.6942837081,6289378.677538642,1860.9596087694222,far-field,D20180213,2018-02-13,2.2881637e-05,0
D10145919511,-33.51925351,148.98622555,684464.980730025,6289380.101262687,1862.08525835898,far-field,D20180213,2018-02-13,0.0067567043,0
D10146019496,-33.51954133,148.9868885,684525.9485373924,6289347.003793784,1861.440639003923,far-field,D20180213,2018-02-13,1.4252015e-06,0
D10146019497,-33.51953061,148.98684294,684521.7394044902,6289348.273666481,1862.2975316831987,far-field,D20180213,2018-02-13,4.9858136e-06,0
D10146019499,-33.5195093,148.98675241,684513.3756625261,6289350.797939959,1864.0289620782805,far-field,D20180213,2018-02-13,0.00077896996,0
D10146019501,-33.51948819,148.98666267,684505.0848720758,6289353.298621239,1865.7854607894112,far-field,D20180213,2018-02-13,0.0024877838,0
D10146019509,-33.5193989,148.98628342,684470.0473029376,6289363.875211259,1873.6250330470698,far-field,D20180213,2018-02-13,5.6772515e-06,0
D10146019511,-33.51937629,148.98618743,684461.1791363298,6289366.553315377,1875.7163479017338,far-field,D20180213,2018-02-13,4.0678242e-05,0
D10146019512,-33.51936531,148.98614076,684456.867435935,6289367.853966322,1876.750071202653,far-field,D20180213,2018-02-13,8.612227e-05,0
D10146119006,-33.52442053,149.00708744,686391.6890053464,6288769.792767702,2433.192897509959,far-field,D20180213,2018-02-13,0.026120596,0
D10146119015,-33.52433971,149.00674314,686359.8832857131,6288779.374299698,2411.596758794917,far-field,D20180213,2018-02-13,0.034420203,0
D10146119501,-33.51960654,148.98660585,684499.5556634562,6289340.275226321,1879.8666541684481,far-field,D20180213,2018-02-13,8.902881e-07,0
D10146119502,-33.51959605,148.98656131,684495.4407863815,6289341.517766725,1880.7483784007998,far-field,D20180213,2018-02-13,1.6857246e-08,0
D10146119503,-33.51958541,148.98651606,684491.2602776112,6289342.778202856,1881.6554824370462,far-field,D20180213,2018-02-13,4.282425e-11,0
D10146119511,-33.51949744,148.98614237,684456.7363812476,6289353.198471483,1889.5060242161026,far-field,D20180213,2018-02-13,1.2581524e-12,0
D10146119512,-33.51948646,148.98609576,684452.4302596869,6289354.499013973,1890.5304535413368,far-field,D20180213,2018-02-13,1.1378248e-05,0
D10146219009,-33.5245147,149.00692745,686376.6267559871,6288759.637278864,2436.3831897500363,far-field,D20180213,2018-02-13,0.6269085,1
D10146219495,-33.51978963,148.98682414,684519.4428703177,6289319.582944944,1888.7242742112494,far-field,D20180213,2018-02-13,1.9417848e-05,0
D10146219496,-33.5197776,148.98677305,684514.7228712575,6289321.007928531,1889.6666801309543,far-field,D20180213,2018-02-13,1.7502776e-06,0
D10146219497,-33.51976609,148.98672417,684510.2070448097,6289322.371311711,1890.5798811671957,far-field,D20180213,2018-02-13,1.3061967e-09,0
D10146219501,-33.51972133,148.98653406,684492.6435231998,6289327.673251083,1894.2397426662021,far-field,D20180213,2018-02-13,1.1632354e-05,0
D10146219502,-33.51971086,148.98648958,684488.5341816227,6289328.913464098,1895.120908287472,far-field,D20180213,2018-02-13,1.2109695e-05,0
D10146219503,-33.51970045,148.98644534,684484.4470043483,6289330.146594597,1896.0068987606849,far-field,D20180213,2018-02-13,2.8594801e-08,0
D10146219507,-33.51965886,148.98626857,684468.1158279788,6289335.073216005,1899.6392279682657,far-field,D20180213,2018-02-13,9.542314e-10,0
D10146319007,-33.52465459,149.00696222,686379.556007219,6288744.061507389,2451.8275766449433,far-field,D20180213,2018-02-13,0.0015650146,0
D10146319009,-33.52463564,149.00688154,686372.103003999,6288746.30801893,2446.7943314821246,far-field,D20180213,2018-02-13,0.34405696,1
D10146319367,-33.52120153,148.99226719,685022.0195936125,6289153.310458992,1876.0521184237755,far-field,D20180213,2018-02-13,0.60085297,1
D10146319491,-33.51996003,148.98698814,684534.3141714267,6289300.39449788,1898.9118944884356,far-field,D20180213,2018-02-13,0.059881207,0
D10146319493,-33.51993309,148.98687388,684523.7582500337,6289303.5853537535,1900.9069653079885,far-field,D20180213,2018-02-13,6.5684446e-07,0
D10146319494,-33.51991935,148.98681561,684518.3749704608,6289305.212747584,1901.9481034795933,far-field,D20180213,2018-02-13,1.9227916e-07,0
D10146319495,-33.51990664,148.98676166,684513.3907689244,6289306.718228988,1902.927492822624,far-field,D20180213,2018-02-13,1.0575684e-05,0
D10146319496,-33.51989421,148.98670891,684508.5174344531,6289308.19052179,1903.898112650337,far-field,D20180213,2018-02-13,1.6601713e-05,0
D10146319497,-33.51988174,148.986656,684503.6293218278,6289309.667532567,1904.88462296305,far-field,D20180213,2018-02-13,7.468568e-09,0
D10146419364,-33.52134512,148.99231791,685026.4248066777,6289137.296434185,1890.8704420390145,far-field,D20180213,2018-02-13,0.12794995,0
D10146419368,-33.52131261,148.99217934,685013.6230362605,6289141.148909913,1889.6608147466177,far-field,D20180213,2018-02-13,0.00016856578,0
D10146419383,-33.52117993,148.99161437,684961.4285454855,6289156.87047125,1885.688086708773,far-field,D20180213,2018-02-13,0.00078771176,0
D10146419434,-33.52077041,148.98986886,684800.1685822466,6289205.396674359,1883.3993984778365,far-field,D20180213,2018-02-13,0.13379279,0
D10146419487,-33.52012694,148.98713745,684547.8283343189,6289281.619194534,1909.5881929795323,far-field,D20180213,2018-02-13,3.325644e-05,0
D10146419492,-33.52006407,148.98687066,684523.1808907666,6289289.0659789,1914.0725279429726,far-field,D20180213,2018-02-13,4.2370027e-07,0
D10146419493,-33.52005117,148.98681594,684518.1255798708,6289290.59390354,1915.0332821477248,far-field,D20180213,2018-02-13,4.5907407e-09,0
D10146419495,-33.52002696,148.98671317,684508.6311252073,6289293.461552533,1916.8774564765527,far-field,D20180213,2018-02-13,5.0129525e-05,0
D10146419506,-33.51990039,148.98617572,684458.9783872787,6289308.45377793,1927.3286821644078,far-field,D20180213,2018-02-13,4.6712958e-05,0
D10146519355,-33.52154141,148.99259301,685051.5591376084,6289115.0377835985,1907.9654239854594,far-field,D20180213,2018-02-13,2.6167304e-06,0
D10146519364,-33.52146363,148.99226175,685020.9559378687,6289124.254388083,1904.7360175442209,far-field,D20180213,2018-02-13,0.14058957,0
D10146519457,-33.52060876,148.98862348,684684.8349564889,6289225.541754311,1904.4734527719088,far-field,D20180213,2018-02-13,8.53671e-06,0
D10146519461,-33.52055638,148.98840126,684664.3053429235,6289231.74623323,1906.5364743506113,far-field,D20180213,2018-02-13,0.014044195,0
D10146519471,-33.52043283,148.98787691,684615.8635032042,6289246.381058658,1912.354004326627,far-field,D20180213,2018-02-13,5.0966275e-05,0
D10146519479,-33.52034191,148.98749077,684580.1899104583,6289257.151099612,1917.48758082485,far-field,D20180213,2018-02-13,2.4138833e-08,0
D10146519486,-33.520255,148.9871219,684546.1118610615,6289267.4455781365,1923.047722518081,far-field,D20180213,2018-02-13,2.172621e-07,0
D10146519489,-33.5202191,148.98696954,684532.0360702263,6289271.697875563,1925.531518888946,far-field,D20180213,2018-02-13,7.906727e-09,0
D10146619294,-33.52229477,148.99523588,685295.4333775458,6289026.773573279,1967.093546505279,far-field,D20180213,2018-02-13,0.0007636026,0
D10146619296,-33.5222751,148.99515219,685287.7019071776,6289029.104448443,1965.1875028452703,far-field,D20180213,2018-02-13,0.9130328,1
D10146619303,-33.5222076,148.99486501,685261.1715535208,6289037.103059702,1958.8857064203976,far-field,D20180213,2018-02-13,0.023307892,0
D10146619304,-33.522198,148.99482413,685257.394942813,6289038.240699304,1958.0198425974743,far-field,D20180213,2018-02-13,0.00093467487,0
D10146619308,-33.52215885,148.9946576,685242.0105112998,6289042.879791791,1954.5661622260002,far-field,D20180213,2018-02-13,0.004695506,0
D10146619315,-33.52208794,148.99435608,685214.1554061213,6289051.282043323,1948.6318347792362,far-field,D20180213,2018-02-13,0.6791658,1
D10146619316,-33.52207808,148.9943141,685210.277167518,6289052.450461728,1947.8400484813671,far-field,D20180213,2018-02-13,0.010547598,0
D10146619317,-33.52206817,148.99427197,685206.3851021021,6289053.624691245,1947.0519493516922,far-field,D20180213,2018-02-13,0.0036503563,0
D10146619325,-33.52198838,148.9939326,685175.0332155087,6289063.079187143,1941.0067321178753,far-field,D20180213,2018-02-13,0.00088331976,0
D10146619327,-33.52196831,148.99384727,685167.1502153659,6289065.457250046,1939.56991090557,far-field,D20180213,2018-02-13,0.014254015,0
D10146619329,-33.52194791,148.9937605,685159.1341622467,6289067.874473347,1938.1445874550745,far-field,D20180213,2018-02-13,0.00022591164,0
D10146619331,-33.52192674,148.99367052,685150.821589225,6289070.382811417,1936.7019754896257,far-field,D20180213,2018-02-13,2.8209235e-05,0
D10146619336,-33.52187247,148.99343989,685129.5154248414,6289076.812920362,1933.1766373265004,far-field,D20180213,2018-02-13,0.0058703707,0
D10146619346,-33.52175366,148.9929354,685082.9095205693,6289090.889057266,1926.3287154966054,far-field,D20180213,2018-02-13,2.6904152e-06,0
D10146619347,-33.52174296,148.99288991,685078.7070195021,6289092.156838909,1925.771987928933,far-field,D20180213,2018-02-13,2.458289e-07,0
D10146619351,-33.52170243,148.99271759,685062.7875725644,6289096.959008191,1923.7527244521916,far-field,D20180213,2018-02-13,0.00029132146,0
D10146619353,-33.52168285,148.99263426,685055.0892466668,6289099.279068435,1922.8292075583086,far-field,D20180213,2018-02-13,2.2468455e-05,0
D10146619354,-33.52167351,148.99259452,685051.4179259152,6289100.38575764,1922.4002186040045,far-field,D20180213,2018-02-13,0.00044881203,0
D10146619360,-33.52161774,148.99235721,685029.494369418,6289106.993904426,1919.9964154923805,far-field,D20180213,2018-02-13,0.045568883,0
D10146619362,-33.52160045,148.99228353,685022.6874846097,6289109.042766927,1919.3078373689536,far-field,D20180213,2018-02-13,2.29779e-06,0
D10146619367,-33.52155824,148.99210371,685006.0749326905,6289114.044527557,1917.7355420650836,far-field,D20180213,2018-02-13,0.0001736289,0
D10146619368,-33.52154963,148.99206706,685002.6890595823,6289115.064730579,1917.4334287882486,far-field,D20180213,2018-02-13,0.0001762739,0
D10146619385,-33.52139935,148.99142718,684943.5741962396,6289132.8716153335,1913.2095652785483,far-field,D20180213,2018-02-13,0.0004391121,0
D10146619390,-33.52135295,148.99122969,684925.3292203238,6289138.369402056,1912.3047299102393,far-field,D20180213,2018-02-13,1.2908776e-05,0
D10146619393,-33.52132318,148.99110312,684913.6361985295,6289141.896487789,1911.8209819286742,far-field,D20180213,2018-02-13,0.0010629613,0
D10146619399,-33.52126909,148.99087283,684892.360944795,6289148.3054903615,1911.1488759081371,far-field,D20180213,2018-02-13,0.00017443651,0
D10146619400,-33.52126131,148.99083967,684889.2974505465,6289149.227385992,1911.0742790572433,far-field,D20180213,2018-02-13,5.778639e-06,0
D10146619404,-33.52123094,148.99071011,684877.3279567049,6289152.826295247,1910.8370865442864,far-field,D20180213,2018-02-13,0.0099549,0
D10146619405,-33.52122368,148.99067915,684874.4676993787,6289153.686597774,1910.79221733327,far-field,D20180213,2018-02-13,0.00033014076,0
D10146619406,-33.52121638,148.99064798,684871.5880209382,6289154.551709665,1910.7527510341545,far-field,D20180213,2018-02-13,5.7304744e-05,0
D10146619407,-33.52120929,148.99061774,684868.7942778495,6289155.391874507,1910.7181482233552,far-field,D20180213,2018-02-13,0.00021935816,0
D10146619414,-33.52116086,148.99041092,684849.686929963,6289161.131266457,1910.6073841867587,far-field,D20180213,2018-02-13,0.00041939755,0
D10146619422,-33.52110709,148.99018119,684828.4629336768,6289167.503639151,1910.7312466520134,far-field,D20180213,2018-02-13,1.5670921e-06,0
D10146619425,-33.52108584,148.99009047,684820.0816400854,6289170.021874733,1910.8492186517649,far-field,D20180213,2018-02-13,0.0049482347,0
D10146619428,-33.52106374,148.98999618,684811.370552163,6289172.640726994,1911.012845827767,far-field,D20180213,2018-02-13,0.032882106,0
D10146619429,-33.52105616,148.98996383,684808.3818550723,6289173.538973389,1911.079203005683,far-field,D20180213,2018-02-13,8.635624e-06,0
D10146619431,-33.52104069,148.98989785,684802.2862262978,6289175.372122224,1911.2292657194055,far-field,D20180213,2018-02-13,0.008640068,0
D10146619433,-33.52102398,148.98982667,684795.7102321457,6289177.352044944,1911.4127153359352,far-field,D20180213,2018-02-13,1.0799666e-05,0
D10146619436,-33.52099703,148.98971194,684785.1108825703,6289180.545143867,1911.758581414616,far-field,D20180213,2018-02-13,3.39425e-05,0
D10146619438,-33.52097907,148.98963549,684778.048037582,6289182.673065182,1912.024397596511,far-field,D20180213,2018-02-13,1.5865076e-05,0
D10146619446,-33.52089358,148.98927221,684744.4866320053,6289192.800833903,1913.660328454521,far-field,D20180213,2018-02-13,1.906743e-05,0
D10146619448,-33.52086458,148.98914924,684733.1262388229,6289196.235890961,1914.3527776801182,far-field,D20180213,2018-02-13,0.000625072,0
D10146619460,-33.52069011,148.98840964,684664.7993889493,6289216.901235209,1920.0554862587142,far-field,D20180213,2018-02-13,6.113389e-05,0
D10146619466,-33.52061593,148.9880948,684635.7130900149,6289225.688118454,1923.2914920293915,far-field,D20180213,2018-02-13,2.4217543e-06,0
D10146619477,-33.52048513,148.98753948,684584.4099926832,6289241.181922628,1930.1564927417508,far-field,D20180213,2018-02-13,6.3587554e-06,0
D10146619479,-33.5204598,148.98743199,684574.4795641261,6289244.18224475,1931.6530933043155,far-field,D20180213,2018-02-13,0.9433363,1
D10146619480,-33.52044735,148.98737918,684569.6007387963,6289245.656895069,1932.4078175993682,far-field,D20180213,2018-02-13,2.5238995e-07,0
D10146619484,-33.52039579,148.98716041,684549.3897354607,6289251.764048716,1935.6757103192913,far-field,D20180213,2018-02-13,3.4774015e-07,0
D10146619486,-33.52037123,148.98705617,684539.7595291927,6289254.673160289,1937.312568186279,far-field,D20180213,2018-02-13,1.7109738e-07,0
D10146619489,-33.52033782,148.98691428,684526.6509773893,6289258.63068763,1939.624356849003,far-field,D20180213,2018-02-13,6.9613867e-07,0
D10146619497,-33.52024665,148.98652708,684490.8793315899,6289269.430001654,1946.409405486719,far-field,D20180213,2018-02-13,1.713725e-08,0
D10146619505,-33.52015383,148.98613298,684454.4702052805,6289280.424430786,1954.022731365815,far-field,D20180213,2018-02-13,5.4749785e-07,0
D10146619506,-33.52014273,148.98608584,684450.1151421487,6289281.7392240185,1954.9812197183915,far-field,D20180213,2018-02-13,2.8807947e-06,0
D10146719003,-33.52518178,149.00696328,686378.5229609753,6288685.596232694,2505.1157517054194,far-field,D20180213,2018-02-13,0.566803,1
D10146719294,-33.5224114,148.9951718,685289.232558781,6289013.95430174,1980.2284182230565,far-field,D20180213,2018-02-13,6.197847e-05,0
D10146719297,-33.52238245,148.99504865,685277.8557093226,6289017.384796396,1977.4659362698617,far-field,D20180213,2018-02-13,0.014280625,0
D10146719304,-33.52231664,148.99476854,685251.9784648297,6289025.183336411,1971.4391458704572,far-field,D20180213,2018-02-13,3.2316817e-05,0
D10146719306,-33.52229812,148.99468971,685244.6959491979,6289027.3779635,1969.806674257795,far-field,D20180213,2018-02-13,0.044379745,0
D10146719307,-33.52228868,148.99464955,685240.9858758398,6289028.496567123,1968.9852387662327,far-field,D20180213,2018-02-13,0.00045132227,0
D10146719308,-33.52227916,148.99460904,685237.2434630406,6289029.624666211,1968.1642793929216,far-field,D20180213,2018-02-13,0.00096444105,0
D10146719309,-33.52226915,148.99456649,685233.3126117915,6289030.810747091,1967.3088011329344,far-field,D20180213,2018-02-13,0.0015752601,0
D10146719310,-33.52225892,148.99452298,685229.2930605182,6289032.022938345,1966.4431507014344,far-field,D20180213,2018-02-13,0.00048937806,0
D10146719311,-33.52224869,148.99447948,685225.2744371645,6289033.235110011,1965.586024084651,far-field,D20180213,2018-02-13,0.00011230058,0
D10146719312,-33.52223846,148.99443597,685221.2548840594,6289034.447297819,1964.7375589200014,far-field,D20180213,2018-02-13,0.0019426978,0
D10146719315,-33.52220783,148.99430574,685209.2239564061,6289038.076661298,1962.248346939685,far-field,D20180213,2018-02-13,0.02584598,0
D10146719319,-33.52216745,148.99413399,685193.3572762443,6289042.861400893,1959.0856774259848,far-field,D20180213,2018-02-13,0.0008836683,0
D10146719321,-33.52214703,148.99404718,685185.3375748595,6289045.280936539,1957.5374477046446,far-field,D20180213,2018-02-13,0.0010210663,0
D10146719322,-33.52213707,148.99400481,685181.4233245021,6289046.461129403,1956.7950943100686,far-field,D20180213,2018-02-13,3.8600137e-05,0
D10146719325,-33.5221076,148.99387945,685169.8422408038,6289049.953105733,1954.6469803474686,far-field,D20180213,2018-02-13,0.0003526243,0
D10146719326,-33.52209785,148.99383797,685166.0102059139,6289051.108414667,1953.9523056192259,far-field,D20180213,2018-02-13,0.0049253963,0
D10146719328,-33.52207834,148.99375499,685158.3442972798,6289053.420172511,1952.5859222620347,far-field,D20180213,2018-02-13,0.0010434525,0
D10146719329,-33.52206805,148.99371123,685154.3016358425,6289054.639431793,1951.8780554945752,far-field,D20180213,2018-02-13,1.7301043e-05,0
D10146719331,-33.52204734,148.99362318,685146.1673588429,6289057.093307944,1950.4800846685973,far-field,D20180213,2018-02-13,0.00038231633,0
D10146719333,-33.52202645,148.99353438,685137.9637988452,6289059.568477409,1949.1063134228611,far-field,D20180213,2018-02-13,9.734562e-05,0
D10146719335,-33.5220052,148.99344407,685129.6207476358,6289062.086258171,1947.7463346445911,far-field,D20180213,2018-02-13,0.0027299318,0
D10146719336,-33.52199435,148.99339797,685125.3619247999,6289063.371784506,1947.0664978678985,far-field,D20180213,2018-02-13,2.8099717e-05,0
D10146719337,-33.52198341,148.99335145,685121.0642815032,6289064.668039372,1946.391509859903,far-field,D20180213,2018-02-13,0.007858658,0
D10146719341,-33.52193794,148.9931583,685103.2206523415,6289070.055292055,1943.6921645079365,far-field,D20180213,2018-02-13,5.389578e-05,0
D10146719345,-33.52188982,148.99295399,685084.346066286,6289075.756305024,1941.025112976817,far-field,D20180213,2018-02-13,0.00019478101,0
D10146719347,-33.52186774,148.99286017,685075.6787352192,6289078.372346561,1939.8681741776138,far-field,D20180213,2018-02-13,9.375e-06,0
D10146719350,-33.52183584,148.99272458,685063.1525553854,6289082.151927288,1938.2707989083563,far-field,D20180213,2018-02-13,0.0017219735,0
D10146719351,-33.52182521,148.9926794,685058.9787010924,6289083.411384415,1937.7578071378032,far-field,D20180213,2018-02-13,1.2766297e-05,0
D10146719353,-33.52180559,148.99259598,685051.2721112142,6289085.736038543,1936.8368421202479,far-field,D20180213,2018-02-13,8.007808e-06,0
D10146719354,-33.52179626,148.99255627,685047.6035606151,6289086.841564026,1936.411095538231,far-field,D20180213,2018-02-13,0.0009927971,0
D10146719359,-33.52174966,148.99235796,685029.2829818586,6289092.363196864,1934.3964470551664,far-field,D20180213,2018-02-13,4.3594377e-05,0
D10146719364,-33.52170502,148.99216787,685011.7217173473,6289097.652771563,1932.6443094495146,far-field,D20180213,2018-02-13,8.759592e-05,0
D10146719367,-33.52167857,148.99205525,685001.3174348401,6289100.786902923,1931.6873588737208,far-field,D20180213,2018-02-13,0.0021079048,0
D10146719369,-33.52166086,148.99197984,684994.3507545791,6289102.885408178,1931.080598742169,far-field,D20180213,2018-02-13,3.862455e-05,0
D10146719372,-33.52163449,148.99186757,684983.9788009478,6289106.010024206,1930.2273510722644,far-field,D20180213,2018-02-13,0.0023862408,0
D10146719375,-33.52160801,148.99175481,684973.5615621606,6289109.147701404,1929.4317812186935,far-field,D20180213,2018-02-13,1.6361624e-06,0
D10146719376,-33.52159901,148.99171648,684970.0204729852,6289110.214139165,1929.175380987925,far-field,D20180213,2018-02-13,2.7495632e-06,0
D10146719378,-33.521581,148.99163982,684962.9383137969,6289112.348119632,1928.682671160557,far-field,D20180213,2018-02-13,0.006935665,0
D10146719381,-33.52155399,148.99152482,684952.3141301927,6289115.548543664,1927.9973285992685,far-field,D20180213,2018-02-13,7.243909e-06,0
